Grupo de edad,Sexo,Fecha,Casos confirmados
55 - 59 años,M,2020-05-22,2292
60 - 64 años,M,2020-05-22,1748
65 - 69 años,M,2020-05-22,1036
70 - 74 años,M,2020-05-22,711
75 - 79 años,M,2020-05-22,484
80 y más años,M,2020-05-22,558
00 - 04 años,F,2020-05-22,686
05 - 09 años,F,2020-05-22,537
10 - 14 años,F,2020-05-22,587
15 - 19 años,F,2020-05-22,1016
20 - 24 años,F,2020-05-22,2319
25 - 29 años,F,2020-05-22,3931
30 - 34 años,F,2020-05-22,3710
35 - 39 años,F,2020-05-22,2924
40 - 44 años,F,2020-05-22,2440
45 - 49 años,F,2020-05-22,2426
50 - 54 años,F,2020-05-22,2170
55 - 59 años,F,2020-05-22,1973
60 - 64 años,F,2020-05-22,1371
65 - 69 años,F,2020-05-22,906
70 - 74 años,F,2020-05-22,672
75 - 79 años,F,2020-05-22,505
80 y más años,F,2020-05-22,857
00 - 04 años,M,2020-05-25,866
05 - 09 años,M,2020-05-25,631
10 - 14 años,M,2020-05-25,714
15 - 19 años,M,2020-05-25,1133
20 - 24 años,M,2020-05-25,2967
25 - 29 años,M,2020-05-25,4996
30 - 34 años,M,2020-05-25,5229
35 - 39 años,M,2020-05-25,4361
40 - 44 años,M,2020-05-25,3598
45 - 49 años,M,2020-05-25,3405
50 - 54 años,M,2020-05-25,3157
55 - 59 años,M,2020-05-25,2775
60 - 64 años,M,2020-05-25,2079
65 - 69 años,M,2020-05-25,1239
70 - 74 años,M,2020-05-25,856
75 - 79 años,M,2020-05-25,589
80 y más años,M,2020-05-25,681
00 - 04 años,F,2020-05-25,772
05 - 09 años,F,2020-05-25,603
10 - 14 años,F,2020-05-25,690
15 - 19 años,F,2020-05-25,1228
20 - 24 años,F,2020-05-25,2821
25 - 29 años,F,2020-05-25,4645
30 - 34 años,F,2020-05-25,4383
35 - 39 años,F,2020-05-25,3551
40 - 44 años,F,2020-05-25,2984
45 - 49 años,F,2020-05-25,2951
50 - 54 años,F,2020-05-25,2619
55 - 59 años,F,2020-05-25,2381
60 - 64 años,F,2020-05-25,1616
65 - 69 años,F,2020-05-25,1087
70 - 74 años,F,2020-05-25,785
75 - 79 años,F,2020-05-25,592
80 y más años,F,2020-05-25,1011
00 - 04 años,M,2020-05-29,1028
05 - 09 años,M,2020-05-29,742
10 - 14 años,M,2020-05-29,840
15 - 19 años,M,2020-05-29,1358
20 - 24 años,M,2020-05-29,3644
25 - 29 años,M,2020-05-29,6131
30 - 34 años,M,2020-05-29,6393
35 - 39 años,M,2020-05-29,5264
40 - 44 años,M,2020-05-29,4336
45 - 49 años,M,2020-05-29,4143
50 - 54 años,M,2020-05-29,3837
55 - 59 años,M,2020-05-29,3472
60 - 64 años,M,2020-05-29,2610
65 - 69 años,M,2020-05-29,1564
70 - 74 años,M,2020-05-29,1082
75 - 79 años,M,2020-05-29,757
80 y más años,M,2020-05-29,844
00 - 04 años,F,2020-05-29,933
05 - 09 años,F,2020-05-29,709
10 - 14 años,F,2020-05-29,825
15 - 19 años,F,2020-05-29,1484
20 - 24 años,F,2020-05-29,3454
25 - 29 años,F,2020-05-29,5731
30 - 34 años,F,2020-05-29,5399
35 - 39 años,F,2020-05-29,4311
40 - 44 años,F,2020-05-29,3574
45 - 49 años,F,2020-05-29,3612
50 - 54 años,F,2020-05-29,3276
55 - 59 años,F,2020-05-29,2940
60 - 64 años,F,2020-05-29,2025
65 - 69 años,F,2020-05-29,1316
70 - 74 años,F,2020-05-29,965
75 - 79 años,F,2020-05-29,744
80 y más años,F,2020-05-29,1291
00 - 04 años,M,2020-06-01,1121
05 - 09 años,M,2020-06-01,820
10 - 14 años,M,2020-06-01,948
15 - 19 años,M,2020-06-01,1552
20 - 24 años,M,2020-06-01,4255
25 - 29 años,M,2020-06-01,7069
30 - 34 años,M,2020-06-01,7309
35 - 39 años,M,2020-06-01,6016
40 - 44 años,M,2020-06-01,5006
45 - 49 años,M,2020-06-01,4790
50 - 54 años,M,2020-06-01,4458
55 - 59 años,M,2020-06-01,4083
60 - 64 años,M,2020-06-01,3053
65 - 69 años,M,2020-06-01,1829
70 - 74 años,M,2020-06-01,1316
75 - 79 años,M,2020-06-01,875
80 y más años,M,2020-06-01,1001
00 - 04 años,F,2020-06-01,1039
05 - 09 años,F,2020-06-01,788
10 - 14 años,F,2020-06-01,923
15 - 19 años,F,2020-06-01,1754
20 - 24 años,F,2020-06-01,4005
25 - 29 años,F,2020-06-01,6687
30 - 34 años,F,2020-06-01,6293
35 - 39 años,F,2020-06-01,5000
40 - 44 años,F,2020-06-01,4170
45 - 49 años,F,2020-06-01,4184
50 - 54 años,F,2020-06-01,3822
55 - 59 años,F,2020-06-01,3454
60 - 64 años,F,2020-06-01,2407
65 - 69 años,F,2020-06-01,1547
70 - 74 años,F,2020-06-01,1178
75 - 79 años,F,2020-06-01,880
80 y más años,F,2020-06-01,1525
00 - 04 años,M,2020-06-05,1274
05 - 09 años,M,2020-06-05,932
10 - 14 años,M,2020-06-05,1078
15 - 19 años,M,2020-06-05,1776
20 - 24 años,M,2020-06-05,4908
25 - 29 años,M,2020-06-05,8170
30 - 34 años,M,2020-06-05,8491
35 - 39 años,M,2020-06-05,7034
40 - 44 años,M,2020-06-05,5810
45 - 49 años,M,2020-06-05,5583
50 - 54 años,M,2020-06-05,5240
55 - 59 años,M,2020-06-05,4761
60 - 64 años,M,2020-06-05,3580
65 - 69 años,M,2020-06-05,2162
70 - 74 años,M,2020-06-05,1553
75 - 79 años,M,2020-06-05,1035
80 y más años,M,2020-06-05,1189
00 - 04 años,F,2020-06-05,1182
05 - 09 años,F,2020-06-05,883
10 - 14 años,F,2020-06-05,1051
15 - 19 años,F,2020-06-05,2001
20 - 24 años,F,2020-06-05,4684
25 - 29 años,F,2020-06-05,7689
30 - 34 años,F,2020-06-05,7348
35 - 39 años,F,2020-06-05,5866
40 - 44 años,F,2020-06-05,4844
45 - 49 años,F,2020-06-05,4955
50 - 54 años,F,2020-06-05,4492
55 - 59 años,F,2020-06-05,4062
60 - 64 años,F,2020-06-05,2815
65 - 69 años,F,2020-06-05,1821
70 - 74 años,F,2020-06-05,1406
75 - 79 años,F,2020-06-05,1039
80 y más años,F,2020-06-05,1781
00 - 04 años,M,2020-06-08,1378
05 - 09 años,M,2020-06-08,1009
10 - 14 años,M,2020-06-08,1176
15 - 19 años,M,2020-06-08,1976
20 - 24 años,M,2020-06-08,5531
25 - 29 años,M,2020-06-08,9264
30 - 34 años,M,2020-06-08,9614
35 - 39 años,M,2020-06-08,8000
40 - 44 años,M,2020-06-08,6615
45 - 49 años,M,2020-06-08,6348
50 - 54 años,M,2020-06-08,5980
55 - 59 años,M,2020-06-08,5436
60 - 64 años,M,2020-06-08,4084
65 - 69 años,M,2020-06-08,2481
70 - 74 años,M,2020-06-08,1776
75 - 79 años,M,2020-06-08,1200
80 y más años,M,2020-06-08,1372
00 - 04 años,F,2020-06-08,1246
05 - 09 años,F,2020-06-08,948
10 - 14 años,F,2020-06-08,1137
15 - 19 años,F,2020-06-08,2185
20 - 24 años,F,2020-06-08,5289
25 - 29 años,F,2020-06-08,8710
30 - 34 años,F,2020-06-08,8336
35 - 39 años,F,2020-06-08,6646
40 - 44 años,F,2020-06-08,5466
45 - 49 años,F,2020-06-08,5666
50 - 54 años,F,2020-06-08,5148
55 - 59 años,F,2020-06-08,4661
60 - 64 años,F,2020-06-08,3221
65 - 69 años,F,2020-06-08,2094
70 - 74 años,F,2020-06-08,1601
75 - 79 años,F,2020-06-08,1194
80 y más años,F,2020-06-08,2054
00 - 04 años,M,2020-06-12,1535
05 - 09 años,M,2020-06-12,1104
10 - 14 años,M,2020-06-12,1315
15 - 19 años,M,2020-06-12,2237
20 - 24 años,M,2020-06-12,6381
25 - 29 años,M,2020-06-12,10740
30 - 34 años,M,2020-06-12,11057
35 - 39 años,M,2020-06-12,9147
40 - 44 años,M,2020-06-12,7586
45 - 49 años,M,2020-06-12,7305
50 - 54 años,M,2020-06-12,6926
55 - 59 años,M,2020-06-12,6342
60 - 64 años,M,2020-06-12,4786
65 - 69 años,M,2020-06-12,2924
70 - 74 años,M,2020-06-12,2086
75 - 79 años,M,2020-06-12,1418
80 y más años,M,2020-06-12,1659
00 - 04 años,F,2020-06-12,1380
05 - 09 años,F,2020-06-12,1050
10 - 14 años,F,2020-06-12,1284
15 - 19 años,F,2020-06-12,2480
20 - 24 años,F,2020-06-12,6131
25 - 29 años,F,2020-06-12,10131
30 - 34 años,F,2020-06-12,9643
35 - 39 años,F,2020-06-12,7682
40 - 44 años,F,2020-06-12,6309
45 - 49 años,F,2020-06-12,6567
50 - 54 años,F,2020-06-12,6028
55 - 59 años,F,2020-06-12,5460
60 - 64 años,F,2020-06-12,3799
65 - 69 años,F,2020-06-12,2502
70 - 74 años,F,2020-06-12,1908
75 - 79 años,F,2020-06-12,1415
80 y más años,F,2020-06-12,2523
00 - 04 años,M,2020-06-15,1651
05 - 09 años,M,2020-06-15,1200
10 - 14 años,M,2020-06-15,1420
15 - 19 años,M,2020-06-15,2455
20 - 24 años,M,2020-06-15,7089
25 - 29 años,M,2020-06-15,11878
30 - 34 años,M,2020-06-15,12240
35 - 39 años,M,2020-06-15,10176
40 - 44 años,M,2020-06-15,8427
45 - 49 años,M,2020-06-15,8146
50 - 54 años,M,2020-06-15,7772
55 - 59 años,M,2020-06-15,7244
60 - 64 años,M,2020-06-15,5378
65 - 69 años,M,2020-06-15,3296
70 - 74 años,M,2020-06-15,2353
75 - 79 años,M,2020-06-15,1608
80 y más años,M,2020-06-15,1868
00 - 04 años,F,2020-06-15,1477
05 - 09 años,F,2020-06-15,1124
10 - 14 años,F,2020-06-15,1383
15 - 19 años,F,2020-06-15,2715
20 - 24 años,F,2020-06-15,6852
25 - 29 años,F,2020-06-15,11231
30 - 34 años,F,2020-06-15,10729
35 - 39 años,F,2020-06-15,8522
40 - 44 años,F,2020-06-15,7062
45 - 49 años,F,2020-06-15,7373
50 - 54 años,F,2020-06-15,6858
55 - 59 años,F,2020-06-15,6175
60 - 64 años,F,2020-06-15,4299
65 - 69 años,F,2020-06-15,2807
70 - 74 años,F,2020-06-15,2155
75 - 79 años,F,2020-06-15,1621
80 y más años,F,2020-06-15,2846
00 - 04 años,M,2020-06-19,2058
05 - 09 años,M,2020-06-19,1573
10 - 14 años,M,2020-06-19,1851
15 - 19 años,M,2020-06-19,3286
20 - 24 años,M,2020-06-19,9355
25 - 29 años,M,2020-06-19,15283
30 - 34 años,M,2020-06-19,15456
35 - 39 años,M,2020-06-19,12873
40 - 44 años,M,2020-06-19,10562
45 - 49 años,M,2020-06-19,10289
50 - 54 años,M,2020-06-19,9839
55 - 59 años,M,2020-06-19,9217
60 - 64 años,M,2020-06-19,6764
65 - 69 años,M,2020-06-19,4180
70 - 74 años,M,2020-06-19,2948
75 - 79 años,M,2020-06-19,2022
80 y más años,M,2020-06-19,2334
00 - 04 años,F,2020-06-19,1903
05 - 09 años,F,2020-06-19,1483
10 - 14 años,F,2020-06-19,1827
15 - 19 años,F,2020-06-19,3718
20 - 24 años,F,2020-06-19,9144
25 - 29 años,F,2020-06-19,14731
30 - 34 años,F,2020-06-19,13729
35 - 39 años,F,2020-06-19,11028
40 - 44 años,F,2020-06-19,9132
45 - 49 años,F,2020-06-19,9685
50 - 54 años,F,2020-06-19,8966
55 - 59 años,F,2020-06-19,8106
60 - 64 años,F,2020-06-19,5626
65 - 69 años,F,2020-06-19,3680
70 - 74 años,F,2020-06-19,2813
75 - 79 años,F,2020-06-19,2122
80 y más años,F,2020-06-19,3769
00 - 04 años,M,2020-06-23,2302
05 - 09 años,M,2020-06-23,1772
10 - 14 años,M,2020-06-23,2054
15 - 19 años,M,2020-06-23,3640
20 - 24 años,M,2020-06-23,10344
25 - 29 años,M,2020-06-23,16776
30 - 34 años,M,2020-06-23,17023
35 - 39 años,M,2020-06-23,14139
40 - 44 años,M,2020-06-23,11641
45 - 49 años,M,2020-06-23,11327
50 - 54 años,M,2020-06-23,10867
55 - 59 años,M,2020-06-23,10188
60 - 64 años,M,2020-06-23,7494
65 - 69 años,M,2020-06-23,4657
70 - 74 años,M,2020-06-23,3232
75 - 79 años,M,2020-06-23,2248
80 y más años,M,2020-06-23,2613
00 - 04 años,F,2020-06-23,2095
05 - 09 años,F,2020-06-23,1657
10 - 14 años,F,2020-06-23,2060
15 - 19 años,F,2020-06-23,4117
20 - 24 años,F,2020-06-23,10152
25 - 29 años,F,2020-06-23,16213
30 - 34 años,F,2020-06-23,15087
35 - 39 años,F,2020-06-23,12097
40 - 44 años,F,2020-06-23,10081
45 - 49 años,F,2020-06-23,10661
50 - 54 años,F,2020-06-23,9926
55 - 59 años,F,2020-06-23,8959
60 - 64 años,F,2020-06-23,6232
65 - 69 años,F,2020-06-23,4074
70 - 74 años,F,2020-06-23,3103
75 - 79 años,F,2020-06-23,2339
80 y más años,F,2020-06-23,4191
00 - 04 años,M,2020-06-28,2565
05 - 09 años,M,2020-06-28,1981
10 - 14 años,M,2020-06-28,2307
15 - 19 años,M,2020-06-28,4088
20 - 24 años,M,2020-06-28,11420
25 - 29 años,M,2020-06-28,18389
30 - 34 años,M,2020-06-28,18717
35 - 39 años,M,2020-06-28,15565
40 - 44 años,M,2020-06-28,12870
45 - 49 años,M,2020-06-28,12469
50 - 54 años,M,2020-06-28,11944
55 - 59 años,M,2020-06-28,11169
60 - 64 años,M,2020-06-28,8304
65 - 69 años,M,2020-06-28,5138
70 - 74 años,M,2020-06-28,3591
75 - 79 años,M,2020-06-28,2473
80 y más años,M,2020-06-28,2904
00 - 04 años,F,2020-06-28,2304
05 - 09 años,F,2020-06-28,1868
10 - 14 años,F,2020-06-28,2346
15 - 19 años,F,2020-06-28,4627
20 - 24 años,F,2020-06-28,11208
25 - 29 años,F,2020-06-28,17766
30 - 34 años,F,2020-06-28,16546
35 - 39 años,F,2020-06-28,13271
40 - 44 años,F,2020-06-28,11115
45 - 49 años,F,2020-06-28,11658
50 - 54 años,F,2020-06-28,10969
55 - 59 años,F,2020-06-28,9876
60 - 64 años,F,2020-06-28,6861
65 - 69 años,F,2020-06-28,4506
70 - 74 años,F,2020-06-28,3428
75 - 79 años,F,2020-06-28,2575
80 y más años,F,2020-06-28,4640
00 - 04 años,M,2020-07-01,2673
05 - 09 años,M,2020-07-01,2072
10 - 14 años,M,2020-07-01,2367
15 - 19 años,M,2020-07-01,4235
20 - 24 años,M,2020-07-01,11824
25 - 29 años,M,2020-07-01,19034
30 - 34 años,M,2020-07-01,19378
35 - 39 años,M,2020-07-01,16139
40 - 44 años,M,2020-07-01,13351
45 - 49 años,M,2020-07-01,12923
50 - 54 años,M,2020-07-01,12376
55 - 59 años,M,2020-07-01,11605
60 - 64 años,M,2020-07-01,8618
65 - 69 años,M,2020-07-01,5367
70 - 74 años,M,2020-07-01,3764
75 - 79 años,M,2020-07-01,2582
80 y más años,M,2020-07-01,3028
00 - 04 años,F,2020-07-01,2393
05 - 09 años,F,2020-07-01,1953
10 - 14 años,F,2020-07-01,2453
15 - 19 años,F,2020-07-01,4834
20 - 24 años,F,2020-07-01,11638
25 - 29 años,F,2020-07-01,18388
30 - 34 años,F,2020-07-01,17197
35 - 39 años,F,2020-07-01,13770
40 - 44 años,F,2020-07-01,11528
45 - 49 años,F,2020-07-01,12108
50 - 54 años,F,2020-07-01,11391
55 - 59 años,F,2020-07-01,10279
60 - 64 años,F,2020-07-01,7149
65 - 69 años,F,2020-07-01,4704
70 - 74 años,F,2020-07-01,3558
75 - 79 años,F,2020-07-01,2690
80 y más años,F,2020-07-01,4819
00 - 04 años,M,2020-07-05,2848
05 - 09 años,M,2020-07-05,2210
10 - 14 años,M,2020-07-05,2517
15 - 19 años,M,2020-07-05,4547
20 - 24 años,M,2020-07-05,12487
25 - 29 años,M,2020-07-05,20041
30 - 34 años,M,2020-07-05,20423
35 - 39 años,M,2020-07-05,16979
40 - 44 años,M,2020-07-05,14126
45 - 49 años,M,2020-07-05,13692
50 - 54 años,M,2020-07-05,13105
55 - 59 años,M,2020-07-05,12326
60 - 64 años,M,2020-07-05,9128
65 - 69 años,M,2020-07-05,5719
70 - 74 años,M,2020-07-05,3995
75 - 79 años,M,2020-07-05,2735
80 y más años,M,2020-07-05,3240
00 - 04 años,F,2020-07-05,2580
05 - 09 años,F,2020-07-05,2087
10 - 14 años,F,2020-07-05,2625
15 - 19 años,F,2020-07-05,5188
20 - 24 años,F,2020-07-05,12323
25 - 29 años,F,2020-07-05,19455
30 - 34 años,F,2020-07-05,18140
35 - 39 años,F,2020-07-05,14520
40 - 44 años,F,2020-07-05,12174
45 - 49 años,F,2020-07-05,12801
50 - 54 años,F,2020-07-05,12066
55 - 59 años,F,2020-07-05,10934
60 - 64 años,F,2020-07-05,7632
65 - 69 años,F,2020-07-05,5003
70 - 74 años,F,2020-07-05,3772
75 - 79 años,F,2020-07-05,2858
80 y más años,F,2020-07-05,5080
00 - 04 años,M,2020-07-10,3022
05 - 09 años,M,2020-07-10,2374
10 - 14 años,M,2020-07-10,2731
15 - 19 años,M,2020-07-10,4837
20 - 24 años,M,2020-07-10,13089
25 - 29 años,M,2020-07-10,20984
30 - 34 años,M,2020-07-10,21431
35 - 39 años,M,2020-07-10,17815
40 - 44 años,M,2020-07-10,14831
45 - 49 años,M,2020-07-10,14412
50 - 54 años,M,2020-07-10,13736
55 - 59 años,M,2020-07-10,12947
60 - 64 años,M,2020-07-10,9647
65 - 69 años,M,2020-07-10,6038
70 - 74 años,M,2020-07-10,4228
75 - 79 años,M,2020-07-10,2911
80 y más años,M,2020-07-10,3445
00 - 04 años,F,2020-07-10,2772
05 - 09 años,F,2020-07-10,2240
10 - 14 años,F,2020-07-10,2815
15 - 19 años,F,2020-07-10,5509
20 - 24 años,F,2020-07-10,12980
25 - 29 años,F,2020-07-10,20400
30 - 34 años,F,2020-07-10,19130
35 - 39 años,F,2020-07-10,15286
40 - 44 años,F,2020-07-10,12823
45 - 49 años,F,2020-07-10,13459
50 - 54 años,F,2020-07-10,12709
55 - 59 años,F,2020-07-10,11536
60 - 64 años,F,2020-07-10,8096
65 - 69 años,F,2020-07-10,5308
70 - 74 años,F,2020-07-10,4040
75 - 79 años,F,2020-07-10,3050
80 y más años,F,2020-07-10,5441
00 - 04 años,M,2020-07-13,3132
05 - 09 años,M,2020-07-13,2489
10 - 14 años,M,2020-07-13,2860
15 - 19 años,M,2020-07-13,5016
20 - 24 años,M,2020-07-13,13505
25 - 29 años,M,2020-07-13,21603
30 - 34 años,M,2020-07-13,22065
35 - 39 años,M,2020-07-13,18292
40 - 44 años,M,2020-07-13,15269
45 - 49 años,M,2020-07-13,14857
50 - 54 años,M,2020-07-13,14132
55 - 59 años,M,2020-07-13,13291
60 - 64 años,M,2020-07-13,9925
65 - 69 años,M,2020-07-13,6244
70 - 74 años,M,2020-07-13,4367
75 - 79 años,M,2020-07-13,2987
80 y más años,M,2020-07-13,3581
00 - 04 años,F,2020-07-13,2879
05 - 09 años,F,2020-07-13,2353
10 - 14 años,F,2020-07-13,2937
15 - 19 años,F,2020-07-13,5734
20 - 24 años,F,2020-07-13,13388
25 - 29 años,F,2020-07-13,21027
30 - 34 años,F,2020-07-13,19698
35 - 39 años,F,2020-07-13,15724
40 - 44 años,F,2020-07-13,13199
45 - 49 años,F,2020-07-13,13864
50 - 54 años,F,2020-07-13,13121
55 - 59 años,F,2020-07-13,11880
60 - 64 años,F,2020-07-13,8376
65 - 69 años,F,2020-07-13,5502
70 - 74 años,F,2020-07-13,4173
75 - 79 años,F,2020-07-13,3153
80 y más años,F,2020-07-13,5631
00 - 04 años,M,2020-07-17,3240
05 - 09 años,M,2020-07-17,2604
10 - 14 años,M,2020-07-17,2979
15 - 19 años,M,2020-07-17,5219
20 - 24 años,M,2020-07-17,13911
25 - 29 años,M,2020-07-17,22215
30 - 34 años,M,2020-07-17,22712
35 - 39 años,M,2020-07-17,18754
40 - 44 años,M,2020-07-17,15730
45 - 49 años,M,2020-07-17,15297
50 - 54 años,M,2020-07-17,14529
55 - 59 años,M,2020-07-17,13650
60 - 64 años,M,2020-07-17,10193
65 - 69 años,M,2020-07-17,6451
70 - 74 años,M,2020-07-17,4515
75 - 79 años,M,2020-07-17,3072
80 y más años,M,2020-07-17,3718
00 - 04 años,F,2020-07-17,2990
05 - 09 años,F,2020-07-17,2450
10 - 14 años,F,2020-07-17,3090
15 - 19 años,F,2020-07-17,5947
20 - 24 años,F,2020-07-17,13840
25 - 29 años,F,2020-07-17,21659
30 - 34 años,F,2020-07-17,20193
35 - 39 años,F,2020-07-17,16156
40 - 44 años,F,2020-07-17,13607
45 - 49 años,F,2020-07-17,14264
50 - 54 años,F,2020-07-17,13497
55 - 59 años,F,2020-07-17,12269
60 - 64 años,F,2020-07-17,8621
65 - 69 años,F,2020-07-17,5706
70 - 74 años,F,2020-07-17,4316
75 - 79 años,F,2020-07-17,3255
80 y más años,F,2020-07-17,5837
00 - 04 años,M,2020-07-24,3392
05 - 09 años,M,2020-07-24,2733
10 - 14 años,M,2020-07-24,3157
15 - 19 años,M,2020-07-24,5467
20 - 24 años,M,2020-07-24,14493
25 - 29 años,M,2020-07-24,23090
30 - 34 años,M,2020-07-24,23627
35 - 39 años,M,2020-07-24,19530
40 - 44 años,M,2020-07-24,16399
45 - 49 años,M,2020-07-24,15952
50 - 54 años,M,2020-07-24,15162
55 - 59 años,M,2020-07-24,14247
60 - 64 años,M,2020-07-24,10668
65 - 69 años,M,2020-07-24,6751
70 - 74 años,M,2020-07-24,4742
75 - 79 años,M,2020-07-24,3243
80 y más años,M,2020-07-24,3919
00 - 04 años,F,2020-07-24,3141
05 - 09 años,F,2020-07-24,2580
10 - 14 años,F,2020-07-24,3237
15 - 19 años,F,2020-07-24,6217
20 - 24 años,F,2020-07-24,14441
25 - 29 años,F,2020-07-24,22586
30 - 34 años,F,2020-07-24,21054
35 - 39 años,F,2020-07-24,16818
40 - 44 años,F,2020-07-24,14221
45 - 49 años,F,2020-07-24,14830
50 - 54 años,F,2020-07-24,14112
55 - 59 años,F,2020-07-24,12800
60 - 64 años,F,2020-07-24,9062
65 - 69 años,F,2020-07-24,6015
70 - 74 años,F,2020-07-24,4533
75 - 79 años,F,2020-07-24,3452
80 y más años,F,2020-07-24,6171
00 - 04 años,M,2020-07-27,3473
05 - 09 años,M,2020-07-27,2805
10 - 14 años,M,2020-07-27,3224
15 - 19 años,M,2020-07-27,5610
20 - 24 años,M,2020-07-27,14735
25 - 29 años,M,2020-07-27,23482
30 - 34 años,M,2020-07-27,24063
35 - 39 años,M,2020-07-27,19819
40 - 44 años,M,2020-07-27,16655
45 - 49 años,M,2020-07-27,16245
50 - 54 años,M,2020-07-27,15450
55 - 59 años,M,2020-07-27,14505
60 - 64 años,M,2020-07-27,10858
65 - 69 años,M,2020-07-27,6878
70 - 74 años,M,2020-07-27,4847
75 - 79 años,M,2020-07-27,3304
80 y más años,M,2020-07-27,4024
00 - 04 años,F,2020-07-27,3198
05 - 09 años,F,2020-07-27,2631
10 - 14 años,F,2020-07-27,3329
15 - 19 años,F,2020-07-27,6342
20 - 24 años,F,2020-07-27,14719
25 - 29 años,F,2020-07-27,22973
30 - 34 años,F,2020-07-27,21405
35 - 39 años,F,2020-07-27,17099
40 - 44 años,F,2020-07-27,14441
45 - 49 años,F,2020-07-27,15114
50 - 54 años,F,2020-07-27,14359
55 - 59 años,F,2020-07-27,13016
60 - 64 años,F,2020-07-27,9213
65 - 69 años,F,2020-07-27,6133
70 - 74 años,F,2020-07-27,4624
75 - 79 años,F,2020-07-27,3539
80 y más años,F,2020-07-27,6324
00 - 04 años,M,2020-07-31,3564
05 - 09 años,M,2020-07-31,2887
10 - 14 años,M,2020-07-31,3295
15 - 19 años,M,2020-07-31,5743
20 - 24 años,M,2020-07-31,15055
25 - 29 años,M,2020-07-31,23905
30 - 34 años,M,2020-07-31,24505
35 - 39 años,M,2020-07-31,20206
40 - 44 años,M,2020-07-31,16984
45 - 49 años,M,2020-07-31,16603
50 - 54 años,M,2020-07-31,15790
55 - 59 años,M,2020-07-31,14816
60 - 64 años,M,2020-07-31,11111
65 - 69 años,M,2020-07-31,7038
70 - 74 años,M,2020-07-31,4978
75 - 79 años,M,2020-07-31,3382
80 y más años,M,2020-07-31,4124
00 - 04 años,F,2020-07-31,3287
05 - 09 años,F,2020-07-31,2705
10 - 14 años,F,2020-07-31,3411
15 - 19 años,F,2020-07-31,6489
20 - 24 años,F,2020-07-31,14990
25 - 29 años,F,2020-07-31,23413
30 - 34 años,F,2020-07-31,21813
35 - 39 años,F,2020-07-31,17424
40 - 44 años,F,2020-07-31,14745
45 - 49 años,F,2020-07-31,15419
50 - 54 años,F,2020-07-31,14685
55 - 59 años,F,2020-07-31,13289
60 - 64 años,F,2020-07-31,9423
65 - 69 años,F,2020-07-31,6287
70 - 74 años,F,2020-07-31,4738
75 - 79 años,F,2020-07-31,3630
80 y más años,F,2020-07-31,6482
00 - 04 años,M,2020-08-03,3651
05 - 09 años,M,2020-08-03,2966
10 - 14 años,M,2020-08-03,3361
15 - 19 años,M,2020-08-03,5841
20 - 24 años,M,2020-08-03,15259
25 - 29 años,M,2020-08-03,24255
30 - 34 años,M,2020-08-03,24845
35 - 39 años,M,2020-08-03,20473
40 - 44 años,M,2020-08-03,17231
45 - 49 años,M,2020-08-03,16846
50 - 54 años,M,2020-08-03,16047
55 - 59 años,M,2020-08-03,15071
60 - 64 años,M,2020-08-03,11297
65 - 69 años,M,2020-08-03,7142
70 - 74 años,M,2020-08-03,5059
75 - 79 años,M,2020-08-03,3438
80 y más años,M,2020-08-03,4191
00 - 04 años,F,2020-08-03,3349
05 - 09 años,F,2020-08-03,2787
10 - 14 años,F,2020-08-03,3475
15 - 19 años,F,2020-08-03,6604
20 - 24 años,F,2020-08-03,15236
25 - 29 años,F,2020-08-03,23734
30 - 34 años,F,2020-08-03,22140
35 - 39 años,F,2020-08-03,17669
40 - 44 años,F,2020-08-03,14980
45 - 49 años,F,2020-08-03,15642
50 - 54 años,F,2020-08-03,14900
55 - 59 años,F,2020-08-03,13520
60 - 64 años,F,2020-08-03,9600
65 - 69 años,F,2020-08-03,6394
70 - 74 años,F,2020-08-03,4822
75 - 79 años,F,2020-08-03,3707
80 y más años,F,2020-08-03,6583
00 - 04 años,M,2020-08-07,3792
05 - 09 años,M,2020-08-07,3105
10 - 14 años,M,2020-08-07,3512
15 - 19 años,M,2020-08-07,6059
20 - 24 años,M,2020-08-07,15711
25 - 29 años,M,2020-08-07,24871
30 - 34 años,M,2020-08-07,25428
35 - 39 años,M,2020-08-07,20929
40 - 44 años,M,2020-08-07,17619
45 - 49 años,M,2020-08-07,17240
50 - 54 años,M,2020-08-07,16388
55 - 59 años,M,2020-08-07,15420
60 - 64 años,M,2020-08-07,11553
65 - 69 años,M,2020-08-07,7298
70 - 74 años,M,2020-08-07,5177
75 - 79 años,M,2020-08-07,3528
80 y más años,M,2020-08-07,4270
00 - 04 años,F,2020-08-07,3489
05 - 09 años,F,2020-08-07,2919
10 - 14 años,F,2020-08-07,3635
15 - 19 años,F,2020-08-07,6883
20 - 24 años,F,2020-08-07,15667
25 - 29 años,F,2020-08-07,24349
30 - 34 años,F,2020-08-07,22679
35 - 39 años,F,2020-08-07,18125
40 - 44 años,F,2020-08-07,15352
45 - 49 años,F,2020-08-07,16037
50 - 54 años,F,2020-08-07,15247
55 - 59 años,F,2020-08-07,13828
60 - 64 años,F,2020-08-07,9865
65 - 69 años,F,2020-08-07,6544
70 - 74 años,F,2020-08-07,4943
75 - 79 años,F,2020-08-07,3800
80 y más años,F,2020-08-07,6742
00 - 04 años,M,2020-08-10,3917
